id,keyword,location,text,target,Unnamed: 5,Unnamed: 6,Unnamed: 7
2481,collide,USA,Two buses collide head-on Hatton-Kandy road in Diyagala injuring 20 passengers https://t.co/yFkMn29Qi2 https://t.co/y9mJvRWg4y,1,,,
2497,collided,Johannesburg,Breaking news 3 VW Citi Golfs collided on the m2 highway and 55 coloured guys got injured,1,,,
2506,collided,Tнaїlaиd,#APPEAL | Were you driving on the #A1 in #Barnet around 2130hrs last night? A dark coloured Audi collided with a lamp po…,1,,,
2509,collided,,photo of the ukranian plane that was shot down right before the missile collided with it https://t.co/J3FXVwtb7t,1,,,
2510,collided,,Three people were taken to hospital after two cars collided in Surfers Paradise. https://t.co/tIEQ9K5sus #7NEWS https:/…,1,,,
2512,collided,"Gold Coast, Queensland",Three people were taken to hospital after two cars collided in Surfers Paradise. https://t.co/tIEQ9K5sus #7NEWS https://t.co/3wnsxIG6fr,1,,,
2518,collided,Pretoria,"#sapsKZN Yesterday, DBN #SAPS #SAR along with various role players responded to an accident on the M13 East bound afte…",1,,,
2523,collided,,"In the early hours of Aug. 21, 2017, the USS John S. McCain took an unexpected left turn &amp; collided with a tanker. 10 sailo…",1,,,
2530,collided,Kenya,Six people have been confirmed dead and several others injured after the matatu they were travelling in collided he… https://t.co/T1rxu8Xk2J,1,,,
2537,collided,"Pretoria, South Africa","#sapsKZN Yesterday, DBN #SAPS #SAR along with various role players responded to an accident on the M13 East bound a… https://t.co/d2Bin2GI0a",1,,,
2544,collision,"Somerset, United Kingdom","#A303 Eastbound between #Chicklade and #Wylye, there is a vehicle collision and fluid spillage. Contractors en route to…",1,,,
2545,collision,Ireland,"Thanks for letting us know, Desmond - a collision on the N7 added to very heavy delays in the area.",1,,,
2546,collision,Hamilton Ontario,Police are seeking witnesses as they investigate a recent fatal fail-to-remain collision. https://t.co/hxhWHyNvEZ,1,,,
2547,collision,東京,"#Italy, metro train collision in #Naples: driver in shock and 9 people slightly injured.",1,,,
2548,collision,Nwa Chíúkwú #Igbo | #AfriCan,...#Macron called the summit with W/A leaders following a helicopter collision that occurred during a combat opera… https://t.co/cSiLTXkJeq,1,,,
2549,collision,Ireland,#DUBLIN Collision just cleared from the N7 inbound, long delays remain in the area. More here: https://t.co/PSzIBsvOzE,1,,
2550,collision,"Godalming, England",⚠️🚘 There has been a road traffic collision on Coventry Road just after Manor House Lane #Birmingham. Allow extra time for you…,1,,,
2551,collision,"Godalming, England",#M3 Northbound between J12 #Pitmore &amp, J11 #Shawford - the outside lane is blocked due to a traffic collision - Police ar…,1,,
2554,collision,huntingdon,⚠️ UPDATE: #A141 westbound between Tesco and Audi roundabouts #Huntingdon, Road BLOCKED due to road traffic collision. Q…,1,,
2555,collision,"San Diego, CA","Northbound I-5 at Las Flores Drive, all traffic being diverted off, due to a multi-vehicle traffic collision. #SDCaltransAlert",1,,,
2556,collision,"Gourdon, Aberdeenshire","We are currently attending a road traffic collision on the #A92, northbound near to the Portlethen junction The road is do…",1,,,
2557,collision,Gloucestershire,A man has been taken to #Gloucestershire Royal Hospital with serious injuries following a two-car collision on Priors R…,1,,,
2558,collision,,#M20 between J5 #Maidstone &amp, J4 #Leybourne there is a traffic collision within the roadworks blocking lanes 1 &amp, 2. #Traf…,1,
2559,collision,"South East, England",#M3 Northbound between J12 #Pitmore &amp, J11 #Shawford - the outside lane is blocked due to a traffic collision - Poli… https://t.co/yeF63cumxZ,1,,
2560,collision,M50 Dublin,M7: all lanes have reopened inbound between J5 Athgoe and J4 Rathcoole following an earlier multi vehicle collision. #m50safety,1,,,
2561,collision,Manchester,The #M66 from #J3 (#Pilsworth #Heywood) towards #J4 (#SimisterIsland) 2 lanes have been closed due to a collision. Traff…,1,,,
2563,collision,"Godalming, England","🚏 DIVERSION 🚏 HIGHBRIDGE ROAD, BARKING: Routes 325 366 are on diversion in both directions due to a collision. Buses are…",1,,,
2564,collision,"Toronto, Canada",Driver involved in collision after pedestrian walks across Highway 427 - CTV News: https://t.co/OLN7HuOCc8,1,,,
2568,collision,Ireland,"Incident closed: Collision on M7 between J05 - ATHGOE and J04 - RATHCOOLE (East) Lanes affected: Lane 2, Lane 3 https://t.co/kt5EM5opsR",1,,,
2570,collision,M50 Dublin,This earlier collision N'bound between J9 Red Cow and J7 Lucan has now been cleared and all lanes have reopened.… https://t.co/6NjRd5MOeG,1,,,
2571,collision,Chennai - India,#Breaking | Poor visibility leads to an accident in Vellore. Vehicle chain collision leaves 1 dead. TIMES NOW's Shilpa with…,1,,,
2572,collision,"Los Angeles, CA",West Valley La11898 Sr118 E / I405 N **Trfc Collision-Unkn Inj** https://t.co/xKAfJ4JIkA,1,,,
2573,collision,"Los Angeles, CA",Central LA Us101 S / N Vermont Ave **Trfc Collision-Unkn Inj** https://t.co/vyRHnE1pYw,1,,,
2574,collision,Sussex UK,TRAVEL: A26 near #Lewes - there is a collision between Earwig Corner and the Barcombe turnoff. Lengthy delays on bo… https://t.co/5k8L6M6IdS,1,,,
2575,collision,Greater Manchester,Two of three lanes blocked on the M66 Southbound Junction 3-4 (Bury) due to a road traffic collision #TfGMTraffic,1,,,
2577,collision,,#RT PeterStefanovi2: RT SuptAndyCox: Now 1 year since the last fatal collision on #A12 #London. During this time we started…,1,,,
2578,collision,"South Carolina, USA",NotifyNYC: Vehicle Collision: Expect southbound traffic delays on the Cross Bronx Expressway at Marmion Avenue in T… https://t.co/XLqEDKQIl6,1,,,
2580,collision,"Bangor, Wales",#B5427 RTC. The unclassified road about a mile from the junction with B5427 towards Nant y Rhiw and the junction with B5113.…,1,,,
2581,collision,"Dublin, Ireland",Incident closed: Collision on M50 between J09 - RED and J07 - LUCAN (North) https://t.co/kt5EM5opsR,1,,,
2582,collision,"North Wales, UK",#B5427 RTC. The unclassified road about a mile from the junction with B5427 towards Nant y Rhiw and the junction w… https://t.co/BMfNyJCuxr,1,,,
2583,collision,"London, England",✅ CLEARED ✅ Routes 325 366 are back to their normal routes on Highbridge Road following an earlier collision. https://t.co/N9X0C1Kteg,1,,,
2585,collision,Ireland,"Both drivers were standing nearby, hopefully it was a low impact collision.",1,,,
2586,collision,Isle of Man,ROAD TRAFFIC COLLISION Victoria Road Junction with Marathon Road. Road Partially Blocked. Police en route.,1,,,
2587,collision,"Faridabad, India",Poor visibility in #Vellore leads to chain collision of vehicles https://t.co/l6N51b6802,1,,,
2588,collision,Isle of Man,3FM News: Police appeal over Mountain Road collision #news #iom https://t.co/AXjU36BCIX,1,,,
2589,collision,Ireland,#DUBLIN Collision on the M50 northbound cleared. https://t.co/PSzIBsvOzE,1,,,
2590,collision,"North West, England",The #M66 from #J3 (#Pilsworth #Heywood) towards #J4 (#SimisterIsland) 2 lanes have been closed due to a collision.… https://t.co/Vha43qLTEs,1,,,
2591,collision,,"A1058 Coast Road, westbound delays and both lanes blocked at St Peters Road #Wallsend due to a two vehicle collision Po…",1,,,
2592,collision,Ireland,Incident Update: Collision on M7 between J05 - ATHGOE and J04 - RATHCOOLE (East) Lanes affected: Lane 1 has reopene… https://t.co/1maMcwxi6K,1,,,
2594,collision,,#M20 between J5 #Maidstone &amp, J4 #Leybourne - vehicles involved in the traffic collision have now been moved to lane 1. T…,1,,
2596,collision,Manor park,#RT PeterStefanovi2: RT SuptAndyCox: Now 1 year since the last fatal collision on #A12 #London. During this time we… https://t.co/UQQtuTQ7yt,1,,,
2597,collision,Isle of Man,ROAD TRAFFIC COLLISION Victoria Road Junction with Marathon Road. Road Partially Blocked. Police en route.,1,,,
2598,collision,Inishowen,The Muff to Burnfoot road is currently closed after an overnight collision.,1,,,
2599,collision,Ireland,Incident closed: Collision on M50 between J09 - RED and J07 - LUCAN (North) https://t.co/kt5EM5opsR,1,,,
2601,collision,Lancashire,Man jailed for serious injury collision: https://t.co/YoSwzr5LoE https://t.co/rHKZxb0iFv,1,,,
2603,collision,Monasterevin Co Kildare,#DUBLIN Multi-vehicle collision on N7 inbound. More here: https://t.co/PSzIBsvOzE,1,,,
2607,collision,"Scotland, United Kingdom","RT polscotrpu: We are currently attending a road traffic collision on the #A92, northbound near to the Portlethen j… https://t.co/tB7XNShjTn",1,,,
2609,collision,,#OnThisDay 2018 Chinese state media confirmed that Iranian tanker SANCHI had sunk after burning for more than a week fol…,1,,,
2610,collision,Ireland,"8.30am Castlebar - two vehicle collision at the jnctn of Main St &amp; Market St, Parsons Corner. AVOID driving up from… https://t.co/grLsqCarDG",1,,,
2611,collision,"Cambridge, UK",That's an unusual sort of collision… https://t.co/WVN2ez9HuD,1,,,
2612,collision,"South East, England",#M20 between J5 #Maidstone &amp, J4 #Leybourne - vehicles involved in the traffic collision have now been moved to lane… https://t.co/YVx77sqsrr,1,,
2613,collision,,#M25 anticlockwise at J12 #Thorpe - we have a lane 3 &amp, lane 4 closure in place due to a traffic collision. #TrafficOffic…,1,,
2614,collision,"Brighton, UK",TRAVEL: A26 near #Lewes - there is a collision between Earwig Corner and the Barcombe turnoff. Lengthy delays on both approa…,1,,,
2615,collision,"Brighton, Sussex, UK",TRAVEL: A26 near #Lewes - there is a collision between Earwig Corner and the Barcombe turnoff. Lengthy delays on bo… https://t.co/X4KB0kbLAm,1,,,
2616,collision,"South East, England",#M25 anticlockwise at J12 #Thorpe - we have a lane 3 &amp, lane 4 closure in place due to a traffic collision.… https://t.co/mdECSetXAz,1,,
2617,collision,The Wirral and Londonistan.,Now 1 year since the last fatal collision on #A12 #London. During this time we started a highly visible Road Policing Op.…,1,,,
2620,collision,"East, England",** Cleared ** The vehicles involved in the collision have been moved to a safe location and all lanes have reopened… https://t.co/E8NNC7lqD4,1,,,
2626,crash,Everywhere,"#Iran, grappling with unrest over the Ukrainian plane crash, warns protesters it will do everything necessary to protect the p…",1,,,
2628,crash,Russia. In the dense forests.,BREAKING: Iranian Judiciary spokesman says several arrested for their role in Ukraine plane crash - reports https://t.co/uZ…,1,,,
2631,crash,"Cape Cod, Massachusetts USA",Barnstable Police - Six Transported to Hospital Following Multi-Car Crash Involving Mashpee Ambulance https://t.co/NgZxB9ufO0,1,,,
2633,crash,"Cape Cod, Massachusetts USA",Crash involving ambulance in Osterville under investigation https://t.co/iDOrtgb9gb,1,,,
2634,crash,"Cape Cod, Massachusetts USA",UPDATED: Mashpee ambulance with patient on board involved in multiple vehicle crash… six patients transported to ar… https://t.co/cBW1GjUpoc,1,,,
2637,crash,"UB, Mongolia",Iran says some people arrested for their role in Ukrainian plane crash https://t.co/hFADsZKRPH,1,,,
2641,crash,,Iran says some people arrested for their role in Ukrainian plane crash https://t.co/bXTQj2pvIx,1,,,
2642,crash,Nigeria,Three Kwankwasiyya members killed in auto crash News - Fact News Online https://t.co/2bkIFPLFbm,1,,,
2643,crash,USA,Iran launched missiles at a passenger jet. Iran killed 176 innocent civilians. Iran is to blame. Iran should be condemne…,1,,,
2646,crash,UK,"Iran Warns Protesters as It Grapples With Unrest Over Plane Crash Video appears to show tear gas, gunshot injuries during…",1,,,
2647,crash,"Surrey, UK",Live as M4 drivers face four miles of queues after crash near Slough #driving #news https://t.co/cXrtD8u2B9,1,,,
2648,crash,Thailand,Eight British Tourists Injured after Passenger Van ... - https://t.co/2iS8XvAy5h - https://t.co/NOF8sXThN2 - -… https://t.co/qe31g4V1Xq,1,,,
2649,crash,India,"Weapons-yielding thieves crash getaway car, leave pawnshop workers extremely shaken | T-10 NEWS… https://t.co/0NwLibBej9",1,,,
2650,crash,,Badminton king Momota faces two months out after fatal car crash https://t.co/PFPkSk9Fx6 https://t.co/PFPkSk9Fx6,1,,,
2652,crash,,Iran says some people arrested for their role in Ukrainian plane crash https://t.co/PV5ShXflfB https://t.co/PqYHjrmKjJ,1,,,
2654,crash,Canada,#BREAKING: Trudeau says the 57 Canadians killed when Iran shot down Ukrainian International Airlines Flight 752 would be al…,1,,,
2662,crash,s-Gravenhage,Arrestaties in Iran in verband met crash Boeing https://t.co/FkfMJyCILs,1,,,
2663,crash,"Chennai, India",How can one justify the killing of 176 passengers aboard of plane by punishing the few who were all responsible fo… https://t.co/pc30ilTHc2,1,,,
2668,crash,20012,"BoundaryStones: 38 years ago today, Washington mourned two unrelated but deadly tragedies– the crash of Flight 90 i… https://t.co/IX4Mpwe9iP",1,,,
2683,crash,,#BREAKING: Several people have been arrested because of their role in the Ukrainian plane crash in Iran that killed all 176 peo…,1,,,
2684,crash,woomeLang,"#Breaking: Some people were arrested over Ukrainian aircraft crash in Iran, media reports.",1,,,
2685,crash,West Midlands,A man's died after a serious crash in #Hanbury in #Worcestershire yesterday afternoon #HeartNews https://t.co/jprAGzwHUL,1,,,
2686,crash,Vancouver British Columbia,#BREAKING: Several people have been arrested because of their role in the Ukrainian plane crash in Iran that killed… https://t.co/scWtzlb8Ku,1,,,
2693,crashed,"Tucson, AZ","Boeing employees mocked Lion Air staff for seeking 737 Max training, calling them ""idiots."" A year later 189 people died when…",1,,,
2698,crashed,Israel,UNIAN info the Ukrainian plane 737 that crashed killing all its victims in Iran would have faced the same fate beca… https://t.co/BwLFWUySbo,1,,,
2699,crashed,,Many of you may not remember the 1983 Soviet shoot down of KAL 007. The Korean Jumbo jet was first reported to have… https://t.co/TNct73ynWp,1,,,
2704,crashed,"Benoni, South Africa",A crashed car turns into a man being shot dead https://t.co/2Z9z51AfG7 via,1,,,
2705,crashed,somewhere in Estonia,The women were doing a left turn when the guy crashed into them coming from behind. He was speeding about 140 km/h… https://t.co/m3DPHJKxOc,1,,,
2706,crashed,"Toronto, Ontario",Obama killed a guy who was responsible for the worst terrorist attack on American soil.… https://t.co/W2IRRUjB9I,1,,,
2710,crashed,Nnukwu-Ofia,Driver of stolen tractor trailer killed when truck crashed into a car &amp, then another at Eglinton/Mavis in Mississauga. Other…,1,,
2714,crashed,Islamic Republic of Iran,"for Kiana, another victim in the crashed airplane https://t.co/dIT0dZK03s",1,,,
2716,crashed,,DISTURBING video of the last moments on the flight that crashed in Iran. My God you would hope it was quick it was painles…,1,,,
2720,crashed,"Toronto, Ontario","On Wednesday, Jan. 8, a jetliner operated by Ukrainian International Airlines crashed shortly after taking off in Iran. Al…",1,,,
2725,crashed,,Apparently the plane crashed into the missile which was fired by Iranian regime. But Qasem Soleimani car didn’t crash into th…,1,,,
2728,crashed,Abu Dhabi,"UPDATE: Pentagon official, U.S. intelligence official and Iraqi intelligence official say: The Ukrainian flight that cr…",1,,,
2729,crashed,Abu Dhabi,BREAKING: Ukrainian President Volodymyr Zelensky says, All 170 passengers and crew members on board the Ukrainian Boei…,1,,
2740,crashed,United Kingdom,crashed my car,1,,,
2744,crashed,"BC, Canada",-SHSN +BLSN and very strong outflow winds Sumas Prairie .. very icy from Hope to just east Abbotsford. Very squirrely danger…,1,,,
2804,crushed,Cardiff,"Robert Attewyndyate, died 1305 after his crushed hand became infected from coming into contact with horse dung",1,,,
2842,curfew,,"Since 'Kashmir is under curfew', Nazreen may not be able to g… https://t.co/KsjQTb7tdz",1,,,
2843,curfew,,#Kashmir is still under curfew with no internet. Dangerous laws to marginalise Muslims are being created…,1,,,
2851,curfew,Pakistan,The plight of the people of Jammu &amp, Kashmir continues with the lockdown and curfew still in place Once they are able to…,1,,
2855,curfew,"Peshawar, Pakistan","For the past several months, after imposing a curfew in Kashmir and killing innocent Kashmiris, I have neither symp… https://t.co/NFCtspD6nN",1,,,
2863,curfew,Vehari,KASHMIR STILL UNDER CURFEW 🔒🔗🔒🔗🔒🔗🔒 🍁🍁🍁 Curfew continues for 163th consecutive day in Indian occupied Kashmir مقبوضہ جمو…,1,,,
2864,curfew,,KASHMIR STILL UNDER CURFEW 🔒🔗🔒🔗🔒🔗🔒 🍁🍁🍁 Curfew continues for 163th consecutive day in Indian occupied Kashmir مقبوضہ… https://t.co/NMw2bl9nB1,1,,,
2882,curfew,delhi,"For the first time in new state Telangana, CURFEW was imposed in #Bhainsa town and Internet shut down after peacefuls atta…",1,,,
2884,curfew,Nigeria,"Navy imposes curfew in Ondo community over killing of Ratings, missing arms… https://t.co/HlGU4egwVs #sagagist",1,,,
2891,curfew,"Ireland, Scotland",#KashmirBleeds #KashmirTheLandOfPain #KashmirStillUnderCurfew Kashmir has been under curfew since 5th August 2019. No…,1,,,
2894,curfew,,Talk about the situation in #Kashmir. The curfew has been on since over 150 days. Germany as a very dem… https://t.co/5ICNKtZ5z9,1,,,
2895,curfew,"Karachi, Pakistan",163th day of curfew and lockdown in occupied Kashmir #KashmirBleeds #KashmirStillUnderCurfew #KashmirWantsFreedom https://t.co/rXaaJjqs3S,1,,,
2898,curfew,South Africa,"Nigerian Navy imposes curfew in Ondo over killing of personnel, missing arms https://t.co/Z0LlQ9osc2 https://t.co/wy5PLl5qRN",1,,,
2903,cyclone,,Category 3 Severe Tropical Cyclone #Claudia at sunrise satellite view from #CycloneClaudia https://t.co/nOChmO4…,1,,,
2914,cyclone,Fiji,Warnings are being issued in Fiji and Tonga with fears both islands are in line to be directly hit by a tropical cy… https://t.co/hPpQN1GhKU,1,,,
2921,cyclone,,A pretty spectacular animation of a rapidly intensifying extra-tropical cyclone #Brendan over the North Atlantic today…,1,,,
2929,damage,,#StormBrendan Another clip from Saltcoats around 1330 (high tide). We've switched the power to overhead lines off temp…,1,,,
2931,damage,Gay Heaven,LOOK: The extreme damage of ash fall in Pulo island in Batangas burying some houses in the area. This is a residential sit…,1,,,
2934,damage,"Sydney, New South Wales🇦🇺","…The collateral damage of this irresponsible, dangerous, ill-conceived behavior? 63 Canadians needlessly lost their liv…",1,,,
2940,damage,Oakham,"⬆ CORRECTION: The report of criminal damage was on the A6006, heading towards Melton, not the A6006 towards Oakham. ⬆",1,,,
2951,damage,UK,‼️EMERGENCY CLOSURE‼️ Moray College UHI is fully CLOSED to all staff and students on Tuesday 14th January due to storm d…,1,,,
2967,damage,,93-year-old white man shoots a black apartment manager in both legs over water damage in unit.🤬🤬🤬 https://t.co/02HMEBw8Dv…,1,,,
2968,damage,"Ontario, CA",Damage after another 6.0 earthquake hit Puerto Rico this morning. Severe seismic activity has not stopped since December 28.…,1,,,
2982,damage,Huntsville  Alabama,STORM DAMAGE: A Madison family is looking forward to rebuilding after a tree at least 100 feet tall ripped their home apart.​ htt…,1,,,
2992,damage,Mars if Trump is elected in 20,"Yes , American embassies are at far far greater risk now plus Trump got 176 innocent people killed… https://t.co/YNpIVIkl4U",1,,,
2998,danger,,🌋Volcano erupts in the #Philippines #TaalEruption2020🌋 Alert-level 4 raised over Taal Volcano. (5 highest) Estimated 450…,1,,,
3025,danger,Pakistan,"Sir these are the very serious problems, We have no Public Transport on there major two routes on Canal road and P… https://t.co/L9kiOZ5MH8",1,,,
3043,danger,,"ISMPalestine ""RT SyksyRasanen: 16 years ago, Tom Hurndall died of his wounds. Tom had been sniper shot in the head by…",1,,,
3051,dead,,Washington Nationals Prospect Fausto Segura Dead At 23 After Motorcycle Crash https://t.co/Yug9TlUWHg,1,,,
3054,dead,Online,Weekend violence leaves 6 dead in Philadelphia https://t.co/MJGvzZCf8q,1,,,
3057,dead,"Karachi, Pakistan",At least 56 people dead in #Pakistani administered #Kashmir #NeelumValley after avalanches hit scores of houses. Authorit…,1,,,
3064,dead,Japan,The two airmen who were found dead in a base dormitory room at Spangdahlem Air Base Thursday were both airmen first cl…,1,,,
3065,dead,,"No survivors on New Zealand island after volcano suddenly erupts, police say https://t.co/6kmuzUjA4I",1,,,
3082,dead,,"Since the Hong Kong protests began, dead people have been popping up everywhere. Protesters blame the CCP. Police blame s…",1,,,
3085,dead,,"Dozen of people reportedly dead in iceberg in #NeelumValley, rescue teams haven't yet reached potentially to help the people.…",1,,,
3088,dead,🇧🇷🇮🇹🇲🇩🇺🇦🇦🇱🇭🇷,Avalanches in #Pakistan kill 57 people https://t.co/JgrUDpMet3,1,,,
3093,dead,Southern hemisphere,"Thirty-two horses found dead on property west of Toowoomba Qld. 'They have been eating bark off trees' ""These are star…",1,,,
3118,death,Australia,Mustafa Kassem died yday in a cold Egyptian prison. He was 54. His lawyer said Kassem was diabetic with a heart condition &amp, w…,1,,
3135,death,Texas,"I am saddened to announce my mother Carol Serling has passed away. She lived to be 91. She married my dad, Rod Serling, in…",1,,,
3149,death,Malaysia,"australia is dropping down food from helicopters for their wildlife. due to the raging bushfires, many of the animals…",1,,,
3155,death,NYC,"Eight people shot to death in Philly this weekend. Many more shot. Four more shot since this afternoon, including a college stu…",1,,,
3161,death,Oman,We are deeply saddened by the death of His Majesty Sultan Qaboos bin Said. Our deepest condolences go to the people of Oman.…,1,,,
3163,death,,"[Mourning day 8 Jan] 2 months from the tragic death of Chow Tsz-lok from suspicious fall in protests, #HK police continued…",1,,,
3168,death,"Lagos, Nigeria",Imo burglar jumps to death from two-storey building https://t.co/qHthXylCcW,1,,,
3182,deaths,"Cape Cod, Massachusetts USA","Drug overdose calls, deaths up in Yarmouth https://t.co/g3LoYEcJLe",1,,,
3183,deaths,"Cape Cod, Massachusetts USA","Overdose calls, deaths up in Yarmouth https://t.co/jERWhRrpOQ",1,,,
3186,deaths,,Deaths toll Increase 47 killed due to Heavy Snow and #avalunch in #NeelumValley #Pakistan administered #Kashmir,1,,,
3191,deaths,,#childsafety | Local flu death of boy is one of two pediatric deaths in NYS this year https://t.co/bpEurBny1m https://t.co/r6y2MdlErm,1,,,
3193,deaths,"Los Angeles, Ca",#childsafety | Local flu death of boy is one of two pediatric deaths in NYS this year https://t.co/2pWDm1TbsG https://t.co/WXJWs35Z1h,1,,,
3195,deaths,Cape Town,"6 fatalities were reported on the West Coast in December 2018. In December 2019, the district municipality recorde… https://t.co/ObUEmQWWTs",1,,,
3207,deaths,Africa,Road Safety Authority awaits policy direction on ‘Okada’ use, It follows 732 deaths last year… https://t.co/8Q9ejZv61m,1,,
3210,deaths,UTP,"In Perak, 17 active chikungunya outbreak localities have been identified, including Batang Padang, Kuala Kangsar, Larut and Ka…",1,,,
3229,deaths,The Netherlands,"A follow-up to yesterday's Pakistan post: In the past 24 hours, a further 14+ people have died in the SW province of…",1,,,
3231,deaths,India,"2020 just started, but already 50,000 people have died on the world's roads! Shocking! Even more so as these deaths are pr…",1,,,
3236,deaths,"Queens, NY",China sinkhole: Six people killed in Xining as street chasm swallows bus https://t.co/uLAepg2lzC https://t.co/zz2K9nUpsz,1,,,
3237,deaths,Canada,"""Just few more deaths &amp; few civilian planes shot down ""by mistake"" until retaliation is over""",1,,,
3241,deaths,United Kingdom,#Lanarkshire This is the big one for Scotland - no doubt as it captured much of Glasgow: 54 deaths… https://t.co/tNTZ97ByeQ,1,,,
3249,deaths,,Quetta-Zhob road blocked near Kan Mehtarzai due to snow. About 400 people stuck in chilling cold. Temp has dropped to -…,1,,,
3254,debris,,So the entire house almost caught on fire... Warning to those that have debris around the water heater. https://t.co/…,1,,,
3255,debris,🚲,Pigeon and tree debris in roadway / bike lane. 99W Barbur Blvd northbound next to Barbur Transit Center near Capit… https://t.co/Jf33bUrciy,1,,,
3258,debris,"Dept of Defence, Ireland",#StormBrendan Update-8.00 Tuesday.: Significant overtopping around high tide on Monday evening led to closure of Prom. Wa…,1,,,
3260,debris,"Plano, TX",DEBRIS: PGBT SB @ VALLEY VIEW, CENTER LANE BLOCKED. 1/14/2020 2:46 AM,1,,
3264,debris,bangalore,"😑😐😶 Taal volcano, located 70 km from Manila, Philippines. In addition to the eruption itself, the so-called volcanic tsunami…",1,,,
3268,debris,"New Delhi, India","NEWS: On 13 jan two Avalanches have hit in J&amp;K. 1.Machhil Sector near LoC- 5 Jawans trapped under debris, 4 recovered, o…",1,,,
3274,debris,Scotland,"Hi , A737 south at Linwood cut off just passed large debris in middle of carriageway. A box of some k…",1,,,
3279,debris,Dumbarton,"Hi , A737 south at Linwood cut off just passed large debris in middle of carriageway. A box of some kind",1,,,
3284,debris,"Nottingham, England","#StormBrendon is also bringing high winds, so will be difficult driving conditions. Slow down, be prepared for gusts of…",1,,,
3286,debris,"Galway, Ireland",#StormBrendan Update-8.00 Tuesday.: Significant overtopping around high tide on Monday evening led to closure of Pr… https://t.co/nPQVtXMAM3,1,,,
3352,deluge,Torreón 🇲🇽,"Venice’s worst flood happened in 1966. At the time, experts thought the flood was a once-in-800 year event. November’s flood…",1,,,
3401,demolish,,#Israel to Demolish Homes of #Palestinian #Prisoners in #WestBank #WarCrimes https://t.co/oH3gkSXvY0 via …,1,,,
3409,demolish,lienz,"RT PalestineChron ""#Israel to Demolish Homes of #Palestinian #Prisoners in #WestBank #WarCrimes https://t.co/TRPir0qoP…",1,,,
3415,demolish,,Israel moves to demolish the house belonging to the parents of a Palestinian prisoner in Jenin — they have just a few d…,1,,,
3422,demolish,"California, USA","RT PalestineChron ""#Israel to Demolish Homes of #Palestinian #Prisoners in #WestBank #WarCrimes… https://t.co/B59rmgqS9o",1,,,
3423,demolish,"California, USA","RT PalestineChron ""#Israel to Demolish Homes of #Palestinian #Prisoners in #WestBank #WarCrimes… https://t.co/56JqiM7egI",1,,,
3426,demolish,Washington,#Israel to Demolish Homes of #Palestinian #Prisoners in #WestBank #WarCrimes https://t.co/oH3gkSXvY0 via… https://t.co/FlPH3H1bOO,1,,,
3459,demolished,,Abu Amrah family from #Gaza Strip have been homeless for two months after their house was demolished by an Israeli air str…,1,,,
3470,demolished,"  Shinjuku-ku, Tokyo,  Japan",Abu Amrah family from Gaza Strip have been homeless for two months after their house was demolished by an Israeli air…,1,,,
3472,demolished,"Punjab, Pakistan",Abu Amrah family from #Gaza Strip have been homeless for two months after their house was demolished by an israeli air stri…,1,,,
3496,demolished,,#MyReport | Maradu's Holy Faith H20 and Alfa Serene apartments were demolished on 11 January. CJ stayed b… https://t.co/s8CO1o4TUK,1,,,
3500,demolished,,A family from Gaza have been homeless for 2 months after their house was demolished by an Israeli air strike. 17 family mem…,1,,,
3599,derail,"hk island, govt held, not K&NT","6 months of videos of protesters smashing, burning, try to derail trains... entire trains smashed...… https://t.co/ZXsZ5E2oj3",1,,,
3635,derailed,,"Hi there, we are running a reduced service at the moment due to the derailed freight train, wh…",1,,,
3639,derailed,UK,"Hi there, we are running a reduced service at the moment due to the derailed freight… https://t.co/7YNnWqFNUH",1,,,
3641,derailed,,One of my busiest days and im currently stuck at Kings Cross due to derailed trains causing delays...am I just this… https://t.co/S5s57Bhbr3,1,,,
3642,derailed,London,Train to Cambridge from Kings Cross has been cancelled due to a derailed train... hope everyone is okay,1,,,
3646,derailed,"Cambridge, England","Guest lecturing for at at 9 this morning, which is, of course, why a freight train der… https://t.co/Y5nnYXGEnH",1,,,
3647,derailed,,Supposed to be going into London bridge but there is a derailed freight train near hitchin so loads of cancelled trains,1,,,
3648,derailed,,"Big fan of how the National Rail app can ALERT me that there are delays between Croydon and Gatwick, yet the fact a… https://t.co/eEN8NwpGAj",1,,,
3650,derailed,,Train derailed North Hitchin and now there is no service at all stopping here. However services are running to London passing…,1,,,
3651,derailed,"Lower Stondon, England",Train derailed North Hitchin and now there is no service at all stopping here. However services are running to Lond… https://t.co/faakyll7n0,1,,,
3652,derailed,,Apparently a freight train has derailed at Hitchin. Amateurs.,1,,,
3654,derailed,UK,"Good morning, sorry to hear this. This is due to a derailed freight train at Hitchin, apologies for the inconvenience caused ^D",1,,,
3656,derailed,Hitchin + London,"Bit weird, really. Platform packed, no trains since before 7 because a freight train derailed in the depot. Sounded… https://t.co/fqzkAlItFB",1,,,
3657,derailed,East of England,No Great Northern and Thameslink services from #Cambridge and #Peterborough will call at #Hitchin this morning - it… https://t.co/0RXRC06xY1,1,,,
3658,derailed,London England.,Taking the train through Hitchin this morning? Be aware a freight train has derailed at the depot there so services ar…,1,,,
3660,derailed,London England.,The freight train on the right has derailed at Hitchin this morning so my train (on the left) is delayed and creepi… https://t.co/0MBeS99IS0,1,,,
3661,derailed,,"Good morning, there is a derailed freight train at Hitchin, this is being investigated ^D",1,,,
